{'action': 'debit', 'paydrc_reference': 'PDM0N8Z05Zd6296lovv22YFs', 'status': 'Successful', 'switch_reference': 'FP03I022vm05O29', 'telco_reference': 'MP220529.1300.C93387', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDL0IkZ07a1X13hDkt9224gU', 'status': 'Failed', 'switch_reference': 'FP03jN22iy07s13', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDbc60a07qcT13RPCaT22gkS', 'status': 'Failed', 'switch_reference': 'FP03vx225D07r13', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXJ12i07hbs13ee1sM22ocp', 'status': 'Failed', 'switch_reference': 'FP034c228N07a13', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD4itY5075xa13Y32rt22Oxh', 'status': 'Failed', 'switch_reference': 'FP036y22qm07n13', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLE1Xg07qPs13SC0J622wo6', 'status': 'Failed', 'switch_reference': 'FP03Q622gY07M13', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxYtcm07p4a13EmfXW229hE', 'status': 'Failed', 'switch_reference': 'FP03tv22C207A13', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDbDjA907k3b13N2ddL22r86', 'status': 'Failed', 'switch_reference': 'FP033d22aV07113', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDPeHyP07qOD13JXzmV22304', 'status': 'Failed', 'switch_reference': 'FP03x522rG07213', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDe1R8n07azq13C9YGO22B8G', 'status': 'Failed', 'switch_reference': 'FP030I22I507Q13', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDF0A1W07kTw13cPDDE226VA', 'status': 'Failed', 'switch_reference': 'FP03qK228D07R13', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDi23Nt077Kn13x6JoQ224I8', 'status': 'Failed', 'switch_reference': 'FP03z622gF07m13', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1MRQX07qdL12fvVBP22UQJ', 'status': 'Failed', 'switch_reference': 'FP03J122QJ07U12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnWZhT079hF12ziLCV22Ndp', 'status': 'Failed', 'switch_reference': 'FP03St22SF07y12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDFdxLQ07gYJ12JMK2k22ThF', 'status': 'Failed', 'switch_reference': 'FP03ey225z07h12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDO3y2V07TSX123Me3K22SQn', 'status': 'Failed', 'switch_reference': 'FP035q227707q12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDq4hW507bL4126XwuM22lMu', 'status': 'Failed', 'switch_reference': 'FP03EL22U407y12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD2q5d107YuE12l4EwX22DGF', 'status': 'Failed', 'switch_reference': 'FP03Dt22m007N12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAGoof076Vl12VpOni22H4O', 'status': 'Failed', 'switch_reference': 'FP03Fd220Q07L12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZJE2b07Ybc12djSL122zwV', 'status': 'Failed', 'switch_reference': 'FP03DI22BW07F12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxBJNn07ieN129Rsxs22Yee', 'status': 'Failed', 'switch_reference': 'FP03sQ22jF07K12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDVXWmE07nkf12z29QA22iNT', 'status': 'Failed', 'switch_reference': 'FP03gQ22FJ07Q12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDDgKOB07tgE12ENK5X22VRj', 'status': 'Failed', 'switch_reference': 'FP03Ew22Ct07x12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDTFZZC07O4l12rpHCr22IC1', 'status': 'Failed', 'switch_reference': 'FP03HD22fJ07s12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDSf6EG07nLK12y2m9a22AbW', 'status': 'Failed', 'switch_reference': 'FP03mI22x907n12', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDr4mEi07a7S10TgGCF22DdR', 'status': 'Failed', 'switch_reference': 'FP03K822OQ07510', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD5V5iF071Mq08Bf4Zv22ZCB', 'status': 'Failed', 'switch_reference': 'FP03LN22jM07H08', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDTMilu07g2222JnmXn224WH', 'status': 'Successful', 'switch_reference': 'FP03Z122mx07j22', 'telco_reference': 'MP220722.1300.B05030', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDS7FpX07PJc22IAnBW22r5B', 'status': 'Successful', 'switch_reference': 'FP03FJ22AZ07m22', 'telco_reference': 'MP220722.1257.D04876', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDL8yxB07fpF225mw2S22ZBh', 'status': 'Failed', 'switch_reference': 'FP03Uo22oc07122', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDwZH27072g722bSI2X22c7M', 'status': 'Failed', 'switch_reference': 'FP03UB221n07U22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD5YUct07aTl22n6czC22W4M', 'status': 'Failed', 'switch_reference': 'FP033D22WR07k22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDi6DJQ07zF921ZZua222H4u', 'status': 'Failed', 'switch_reference': 'FP03hM22Vs07n21', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6vaHA07LKM18s05Ih22tDL', 'status': 'Failed', 'switch_reference': 'FP03ho22ZH07218', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD6fR0F07vKE18PvjHo22f3Q', 'status': 'Failed', 'switch_reference': 'FP03yg226E07n18', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDmuwyT07foN182ZeRq22Pm2', 'status': 'Failed', 'switch_reference': 'FP03Wh22xr07218', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDdhaIP07l68162GjIY22VJI', 'status': 'Failed', 'switch_reference': 'FP03mv225K07116', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD9AEzk078Ex16k8WLL22rEz', 'status': 'Failed', 'switch_reference': 'FP03Q922pS07B16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDUDrT4074dG16vuXq0223am', 'status': 'Failed', 'switch_reference': 'FP036g22Io07s16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDmLAm507Cjq16gWL1l22ej9', 'status': 'Failed', 'switch_reference': 'FP033v221O07o16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDCe4CU07OAH164P9R322uKk', 'status': 'Failed', 'switch_reference': 'FP03uC22JC07G16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDRTUoj07HuT16MZP1Z22ZH2', 'status': 'Failed', 'switch_reference': 'FP03sw22sc07n16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD0T3ue07TIg16XNPDJ22vzJ', 'status': 'Failed', 'switch_reference': 'FP03zc225907W16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDUH2Qk07Kpn16mOjmL22e3J', 'status': 'Failed', 'switch_reference': 'FP03tz22lX07H16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDL2kxr07Dxq16YiT4B22NUz', 'status': 'Failed', 'switch_reference': 'FP03tj22fK07C16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD63eWW07dQC16OAM5y22faT', 'status': 'Failed', 'switch_reference': 'FP035b224k07216', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXtae507uB916LCsqv22MuU', 'status': 'Failed', 'switch_reference': 'FP03DA229x07o16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDBpawM07xLE16hZjpz22uF1', 'status': 'Failed', 'switch_reference': 'FP035922wa07616', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDYgpmE070JW16B4aj522OTW', 'status': 'Failed', 'switch_reference': 'FP03O4223o07g16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDLhiWz07fmd16mwgmP22MQF', 'status': 'Failed', 'switch_reference': 'FP03LR22zm07m16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDGoyTn07j1V16W2XHZ225wT', 'status': 'Failed', 'switch_reference': 'FP03g422MP07z16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD0Gw1O07zNg16JLzRn22y6g', 'status': 'Failed', 'switch_reference': 'FP033K225407o16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1jlYA07Ri7163TvC722nRo', 'status': 'Failed', 'switch_reference': 'FP03iR222G07L16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDOMzog073Pv16UVY3J224EM', 'status': 'Failed', 'switch_reference': 'FP03cK22C507I16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD7BWVY07xtV16vyRoE22ZEW', 'status': 'Failed', 'switch_reference': 'FP03uq22G607k16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDh4GPz07Rs516ClkIV22NzS', 'status': 'Failed', 'switch_reference': 'FP03uN22xU07q16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDEkQIW07toh16Oryg022HcC', 'status': 'Failed', 'switch_reference': 'FP035H22eO07B16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDo5NJc07yAJ16zkZS722O5X', 'status': 'Failed', 'switch_reference': 'FP03Gx22WX07e16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD48CVG07J8F16DiOU922TFu', 'status': 'Failed', 'switch_reference': 'FP03Pc22Eh07z16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDi5krc076aS16Q8eGx22ZNJ', 'status': 'Failed', 'switch_reference': 'FP03Qz22Ci07R16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD3yn5w07Okd1671tJu22Qry', 'status': 'Failed', 'switch_reference': 'FP03SN227007W16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDT3nw5079fz166VL9A22J4C', 'status': 'Failed', 'switch_reference': 'FP03WZ22gc07s16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxpFOe07FLk16uj8wR22yIQ', 'status': 'Failed', 'switch_reference': 'FP03f022dN07P16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDcPpeH07eiU161AxZI22F7m', 'status': 'Failed', 'switch_reference': 'FP032K22Gg07q16', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDPZM8f072hD15WRS4E22FT4', 'status': 'Failed', 'switch_reference': 'FP03az22CK07e15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDzFjjk07jKf15KnA5G22wcV', 'status': 'Failed', 'switch_reference': 'FP034622p607C15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDEvbL407n3O15iwdX822CO0', 'status': 'Failed', 'switch_reference': 'FP03GR22r407n15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD95pNY07hGc29tNdJx22NCN', 'status': 'Successful', 'switch_reference': 'FP03b422xI07O29', 'telco_reference': 'MP220729.1259.C21086', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDFzx75076Tb29tLLvA22ofK', 'status': 'Successful', 'switch_reference': 'FP03ql22tX07U29', 'telco_reference': 'MP220729.1259.B21465', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDc4HfM07XJk29AVgyG22Wra', 'status': 'Failed', 'switch_reference': 'FP03iH22Sj07P29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDaZo7z07Bk229Pz3GG22uzh', 'status': 'Failed', 'switch_reference': 'FP03rU22Gd07929', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXvVp607Y5h29pmAvG22IVA', 'status': 'Failed', 'switch_reference': 'FP03ro22CW07Z29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDIAiHx07pKs29RGbt422O3U', 'status': 'Failed', 'switch_reference': 'FP03E922Zf07I29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDh3dTZ07BVp291bDK522HKX', 'status': 'Failed', 'switch_reference': 'FP035Q22oF07O29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDfr7Nz07FDN29kjgBB22kwI', 'status': 'Failed', 'switch_reference': 'FP03FK22vG07y29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDwV3Rd07hDj29cNrbD2264D', 'status': 'Failed', 'switch_reference': 'FP03Qc22lL07R29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDvfah307P7o29MBCoh22M3n', 'status': 'Failed', 'switch_reference': 'FP03yE22G407Z29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD4hFL707cL2291AijY22iR6', 'status': 'Failed', 'switch_reference': 'FP03lK221d07s29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDx6O7V07lyD29OOPrw220JH', 'status': 'Failed', 'switch_reference': 'FP039I22OI07K29', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDmIAd707nI828ZQbTU2281F', 'status': 'Failed', 'switch_reference': 'FP033l22Mj07S28', 'telco_reference': 'MP220729.0058.D15544', 'telco_status_description': 'Dear customer,you have insuffient funds. Please call 1211 for help.Thank you.'}
{'action': 'debit', 'paydrc_reference': 'PDzM17w07mIi28Avxct22gmD', 'status': 'Successful', 'switch_reference': 'FP03tp22j207U28', 'telco_reference': 'MP220729.0057.D15542', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDHhhcM07ygP28YLZI122zTn', 'status': 'Successful', 'switch_reference': 'FP03fN22wD07b28', 'telco_reference': 'MP220729.0056.D15541', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDqfyvI07IIp28waRoy22sjF', 'status': 'Failed', 'switch_reference': 'FP03kP22By07H28', 'telco_reference': 'MP220729.0055.D15539', 'telco_status_description': 'Dear customer,you have insuffient funds. Please call 1211 for help.Thank you.'}
{'action': 'debit', 'paydrc_reference': 'PDsNMMu07FfE26zbwEx22WKo', 'status': 'Failed', 'switch_reference': 'FP034j22bG07t26', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDjUIB807LYg2572aey22QFM', 'status': 'Failed', 'switch_reference': 'FP034z22Gg07E25', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDuxXqk072Yb22XWd0m22CyK', 'status': 'Failed', 'switch_reference': 'FP03II22nE07I22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDF3Jja07bvj22JsblZ228hC', 'status': 'Failed', 'switch_reference': 'FP03AL22NA07722', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDN1ybs07mGw22Hvk2j22o3I', 'status': 'Failed', 'switch_reference': 'FP03lc220h07j22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDfd85X071bZ22zmDTn22wMt', 'status': 'Failed', 'switch_reference': 'FP03Y022Cx07l22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDMX84807re5229izHq22Byg', 'status': 'Failed', 'switch_reference': 'FP03Kp22Ho07i22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD25l1v07Lqb220nz0522XWE', 'status': 'Failed', 'switch_reference': 'FP03jj22vu07m22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDfOGOw07tSn22qUZSG227qz', 'status': 'Failed', 'switch_reference': 'FP03cr22ww07r22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnUv2a07k5u227ZV7222plK', 'status': 'Failed', 'switch_reference': 'FP032p22H407b22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDkmOha07aXD22gtBCa22jn9', 'status': 'Failed', 'switch_reference': 'FP03bv22w207x22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnDThh077Mf22Yz22h22rts', 'status': 'Failed', 'switch_reference': 'FP03Qg22u707h22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDVqqw307Kqy22V01xR22PRA', 'status': 'Failed', 'switch_reference': 'FP03ey22kl07J22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDIhCeO07L9i22RNg2A22RNu', 'status': 'Failed', 'switch_reference': 'FP03ic22kH07A22', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDOXzhD07cqi22eBxxM227un', 'status': 'Failed', 'switch_reference': 'FP03yy22QX07422', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDQnFJv08S7d01auXah22PMc', 'status': 'Failed', 'switch_reference': 'FP03Ol22Gq08Y01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAaSiN08JCt01Lq6mJ22CIj', 'status': 'Failed', 'switch_reference': 'FP0345222R08X01', 'telco_reference': 'MP220801.1258.D72848', 'telco_status_description': 'Dear customer,you have insuffient funds. Please call 1211 for help.Thank you.'}
{'action': 'debit', 'paydrc_reference': 'PDv5Sef08k42017TxvP22UH4', 'status': 'Successful', 'switch_reference': 'FP03jS22zA08z01', 'telco_reference': 'MP220801.1257.B72201', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDo4alm08ooE01io00L227b5', 'status': 'Successful', 'switch_reference': 'FP03NB22Vi08F01', 'telco_reference': 'MP220801.1257.D72838', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDMfBQo08JSe01HCDwM223Za', 'status': 'Failed', 'switch_reference': 'FP03lo22XJ08g01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDgBG9c08xCd01Ep6pK22yOO', 'status': 'Failed', 'switch_reference': 'FP03GD22HG08m01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDMiH3r08rXj01ywW8l22y7o', 'status': 'Successful', 'switch_reference': 'FP03LR22Ok08x01', 'telco_reference': 'MP220801.1256.D72822', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDSrENI080jA01BQw0122in7', 'status': 'Successful', 'switch_reference': 'FP03rA221z08u01', 'telco_reference': 'MP220801.1256.D72815', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDZwZRG08crH01pyilS22N02', 'status': 'Failed', 'switch_reference': 'FP03eY220q08W01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDCUKa508Y4w014Ak1W22KNn', 'status': 'Failed', 'switch_reference': 'FP03XI22cP08D01', 'telco_reference': 'MP220801.1255.C72002', 'telco_status_description': 'Dear customer,you have insuffient funds. Please call 1211 for help.Thank you.'}
{'action': 'debit', 'paydrc_reference': 'PDaD1PA08J04019knjt22XfP', 'status': 'Successful', 'switch_reference': 'FP034b22sv08501', 'telco_reference': 'MP220801.1255.B72179', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PD9Lcgv08lyC01fmsOJ22Hgf', 'status': 'Failed', 'switch_reference': 'FP034G22BH08m01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDC3ooO08MFt01dZbbZ22bxO', 'status': 'Failed', 'switch_reference': 'FP03wI22rC08x01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDzi1Bd08Vhl01WpEGe22VRY', 'status': 'Failed', 'switch_reference': 'FP034P22Zf08P01', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDQdMI207GK330QMNhf22C0U', 'status': 'Failed', 'switch_reference': 'FP03Pv22vO07X30', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDWYdVZ07Yge30ApEFV22pHA', 'status': 'Failed', 'switch_reference': 'FP03D322c307n30', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDyv8X907jC130LwJJN22OoG', 'status': 'Failed', 'switch_reference': 'FP03aa22Gc07330', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD53eAH08YSL08wS96l2248r', 'status': 'Successful', 'switch_reference': 'FP039o22NE08008', 'telco_reference': 'MP220808.1258.C66655', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDq8uH8081Vq08KfLSl22JEO', 'status': 'Successful', 'switch_reference': 'FP03JI22LY08k08', 'telco_reference': 'MP220808.1258.B67641', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PD4RhJv08g1808YvVc922lLG', 'status': 'Failed', 'switch_reference': 'FP03eA22h508p08', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZYusq08gIs08im0cK22FkC', 'status': 'Successful', 'switch_reference': 'FP03uz22Do08408', 'telco_reference': 'MP220808.1258.B67636', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PDmrMMm08vsq08hQ16v22GsT', 'status': 'Failed', 'switch_reference': 'FP03q422zD08G08', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD7UV1808UjL08O1on5228Lu', 'status': 'Failed', 'switch_reference': 'FP03ld22qG08X08', 'telco_reference': 'MP220808.1256.B67613', 'telco_status_description': 'Dear customer,you have insuffient funds. Please call 1211 for help.Thank you.'}
{'action': 'debit', 'paydrc_reference': 'PDzlKs108itV087obhm222BA', 'status': 'Failed', 'switch_reference': 'FP03o722BX08p08', 'telco_reference': 'MP220808.1256.B67604', 'telco_status_description': 'Dear customer,you have insuffient funds. Please call 1211 for help.Thank you.'}
{'action': 'debit', 'paydrc_reference': 'PDaXeOj08Y8T080oJGF22L7f', 'status': 'Failed', 'switch_reference': 'FP03Vz22Ac08L08', 'telco_reference': 'MP220808.1255.D67040', 'telco_status_description': 'Dear customer,you have insuffient funds. Please call 1211 for help.Thank you.'}
{'action': 'debit', 'paydrc_reference': 'PDSMBO408N0M08pwzWc22Hw9', 'status': 'Failed', 'switch_reference': 'FP03hv226k08P08', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDKIzGZ08HfM08ymX1S22acj', 'status': 'Failed', 'switch_reference': 'FP030P22lC08N08', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDzL2mz082Sk08rJ2lY22Qps', 'status': 'Failed', 'switch_reference': 'FP032u22MO08U08', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
